# Acc1	amplitude
# "Acc1"	"amplitude"
# 875
0	0.00047578540006715
0.8	0.000182628999336724
1.6	-0.000433239413784861
2.4	-0.000192660102446946
3.2	-0.00031471526072612
4	-0.000285443667348704
4.8	0.000461893709329763
5.6	5.9452421421795e-05
6.4	-0.000257438739438607
7.2	0.000490733634320837
8	0.000160610926230146
8.8	0.00029152165443686
9.6	-0.000399209340456102
10.4	-0.000426826647741927
11.2	6.34616407153805e-05
12	-0.000218393407583317
12.8	-0.000299174514196371
13.6	0.000144131042307116
14.4	-0.000396885704682997
15.2	-0.000332118088180383
16	0.000156193304653776
16.8	-0.000417445040422616
17.6	-0.000467506559173675
18.4	0.000434523526841115
19.2	-0.000111770373154843
20	0.000191785004374426
20.8	5.97630099283686e-05
21.6	3.77320273471871e-06
22.4	-0.000404159940698644
23.2	0.000168139664643491
24	0.000214008225500152
24.8	0.000498364976462869
25.6	0.000310812385149087
26.4	-3.09303977032304e-07
27.2	0.000194916634753995
28	0.000417510565717543
28.8	-0.000138860053089226
29.6	-0.000341413559472339
30.4	0.000372659795489972
31.2	-0.000252848666770781
32	-3.66657541070886e-05
32.8	-9.56275783824883e-05
33.6	-0.000218411513605459
34.4	-0.000234672343620836
35.2	-9.3639233959503e-05
36	-0.000246376124017683
36.8	-0.000446033483006114
37.6	0.000301738016943208
38.4	0.000449315598593066
39.2	-0.000145100696196702
40	-2.8022647167934e-05
40.8	-6.54994939455337e-05
41.6	-0.000242481143962094
42.4	-0.000107043415486654
43.2	0.00034732945228845
44	0.000392115889054198
44.8	-9.3690498298478e-05
45.6	4.25451253454582e-06
46.4	-8.65499468642817e-05
47.2	0.000206712137479535
48	0.000447391475418877
48.8	-0.000331416286921794
49.6	-0.000136407624646715
50.4	-0.000399736456674428
51.2	-0.000166326150722825
52	4.02334751210719e-05
52.8	7.60516150914547e-06
53.6	0.000443006349859578
54.4	-6.65584999619501e-05
55.2	0.000262047505147579
56	0.000200881255018047
56.8	-0.000490911101099044
57.6	7.29420702286703e-05
58.4	-0.000494304084605806
59.2	-0.000430248545549176
60	0.000251656715196573
60.8	-0.000314915120533195
61.6	-0.000223334451821851
62.4	-2.05794239726362e-05
63.2	-0.000196125625158861
64	0.000466614366268493
64.8	0.000324041629384996
65.6	0.00021436161596648
66.4	0.000473929844222517
67.2	-1.92444328306915e-05
68	0.000204691017161234
68.8	-0.000187391494246889
69.6	-0.000101511403975963
70.4	0.00047510791616508
71.2	2.40058335425756e-05
72	0.000252372624111506
72.8	0.000475469517705922
73.6	-7.74515254222424e-05
74.4	9.92716222191531e-06
75.2	0.000230610203305892
76	0.000288902611898364
76.8	1.22211057833068e-05
77.6	0.000241378073020356
78.4	0.000137818934829047
79.2	0.000120027225540928
80	-0.000327135601495333
80.8	-0.000415568085753478
81.6	-0.000252718780703218
82.4	5.37036587841524e-06
83.2	0.000413950045252627
84	0.00013803722130752
84.8	-0.000123352881411051
85.6	-0.000252104120018827
86.4	0.000233433066234873
87.2	0.000496955794129112
88	0.000250644416727277
88.8	0.000466338523912931
89.6	-5.96980845782357e-05
90.4	0.000467579572524873
91.2	-0.000239549266062249
92	-0.000432801674114411
92.8	-0.000392722296327612
93.6	-0.000156006627764501
94.4	9.22597118436636e-05
95.2	-3.58702411086112e-05
96	-0.000376911507822972
96.8	0.000498766510592307
97.6	0.000218103289452178
98.4	-0.000210593410906575
99.2	0.000137114917243167
100	-0.000440803043908247
100.8	-0.000364162247810643
101.6	0.000276775171404938
102.4	0.000495378073200342
103.2	0.000219845047157705
104	0.000299890197197419
104.8	0.000278169209255354
105.6	3.74941133077408e-05
106.4	-0.000386556828282104
107.2	-2.00022784210386e-05
108	-0.000387870554339685
108.8	-0.0002636489551762
109.6	0.000209747163453152
110.4	0.000134032328873523
111.2	-0.000317223776343409
112	-3.88569863274177e-05
112.8	-0.000344754651376704
113.6	-0.000369299932760446
114.4	0.00011632248854575
115.2	-0.000178359133758649
116	0.000155581829044845
116.8	0.000423224107623875
117.6	-0.000487543014375625
118.4	-0.000290125684761664
119.2	7.87836570270563e-05
120	-0.000226255799715022
120.8	0.000283961980834628
121.6	5.85307073476871e-05
122.4	-0.00030377673408692
123.2	-0.000199750221945293
124	-0.000121717527831692
124.8	2.46443979416206e-05
125.6	-2.11345185030408e-05
126.4	5.27447024856118e-06
127.2	0.000246252039517607
128	0.000430811256345226
128.8	0.00030207103885954
129.6	-0.000421692865409002
130.4	-0.000375745570191169
131.2	-0.000291717095005282
132	-0.00029555131840208
132.8	-0.000118247773353071
133.6	0.000458863446898272
134.4	-0.000309099602722684
135.2	-2.12508508293554e-05
136	-0.000367328499089364
136.8	0.00049014096649357
137.6	-2.44711280381929e-05
138.4	0.000370553666611639
139.2	-0.000233094161007563
140	-0.000134917960906374
140.8	-0.000374179694419442
141.6	-0.000113141321404654
142.4	7.11343370524544e-05
143.2	-9.39349417341256e-05
144	5.92084623713069e-05
144.8	0.000121213425495025
145.6	3.67622934753807e-05
146.4	0.000488848191533156
147.2	-0.000312804938875188
148	0.000485801308256196
148.8	-0.000174036805097737
149.6	-3.72319192171448e-05
150.4	0.000287751098198101
151.2	0.000194793413784593
152	6.71271062086911e-05
152.8	-0.000182985452694908
153.6	-0.000136217538018098
154.4	-0.000416216183196474
155.2	-0.000219081385720236
156	2.79526511096888e-05
156.8	0.000211101750024862
157.6	-0.000312024925740041
158.4	-0.000192772229140511
159.2	-0.000401959188466385
160	-0.000130300759562293
160.8	-0.000305961702463785
161.6	0.000333499524567752
162.4	-1.48538394252337e-05
163.2	-0.000165374395257384
164	0.000300588606916456
164.8	-0.000466158321337769
165.6	0.000119792451050281
166.4	-0.000458139434013338
167.2	0.000215089461384444
168	-0.000267988083439344
168.8	0.000245047236785231
169.6	0.000440479823908126
170.4	-0.000403269567605245
171.2	-0.000207445041133605
172	-0.00025959526424337
172.8	-0.000356316255756403
173.6	-2.18831581092644e-05
174.4	9.32824567826853e-05
175.2	-0.000355735642312643
176	0.00046923966632624
176.8	-0.00011680250021039
177.6	-4.89394473791966e-05
178.4	0.000258816705273579
179.2	2.68063245947354e-05
180	-0.00017146269759189
180.8	0.000395490649094337
181.6	6.0604696912359e-05
182.4	0.000475448857543565
183.2	-0.000453591933747753
184	0.000263091508181704
184.8	0.000324111384718287
185.6	-0.000308634546847786
186.4	0.000219267976749384
187.2	-0.000362854337401695
188	-0.000165819050368394
188.8	0.000433076021216132
189.6	0.000469771539213801
190.4	0.000192619414286833
191.2	6.64909058024288e-05
192	-2.18310126348629e-05
192.8	0.00046220380338424
193.6	0.000394947122688184
194.4	-0.000407643604167189
195.2	-0.000160013597086149
196	5.50770620110004e-06
196.8	-0.000406774050180443
197.6	-0.000139258067319603
198.4	0.000453989235200896
199.2	-0.0001952932133493
200	0.000127328569038687
200.8	0.000317107048186044
201.6	-0.000336085935753363
202.4	-0.000405988099158658
203.2	-0.000494723805834948
204	3.79300731492728e-05
204.8	-0.000112644007023377
205.6	-0.000387429359503281
206.4	0.000205131074576015
207.2	-0.000308506198033206
208	-0.000412086875248857
208.8	0.00035695009156459
209.6	6.17526601976458e-05
210.4	0.000435062453233576
211.2	0.000276615462048646
212	-0.00032515989182495
212.8	0.000271672431751304
213.6	-1.04295979489425e-05
214.4	-0.0003309684648674
215.2	0.000313381495126005
216	-0.000237810627310645
216.8	0.000103334438864134
217.6	0.000304146952570149
218.4	0.000151066630557951
219.2	-8.93631860453208e-05
220	-0.000490718103010289
220.8	0.000202192952575336
221.6	-2.07864727134432e-05
222.4	0.000466118033506888
223.2	5.17400589806944e-05
224	-0.000292993778756768
224.8	-0.000180884792533914
225.6	-0.000374186598178515
226.4	8.84887700459399e-05
227.2	0.000210685790595348
228	-0.000275084038762576
228.8	6.01390504166168e-05
229.6	4.02951154113962e-05
230.4	-0.000134022666877509
231.2	7.96755706672971e-05
232	0.000260169529198596
232.8	-0.000439453903109806
233.6	-0.000205139102783436
234.4	-0.000489198504669934
235.2	-0.000122103511655321
236	0.000261050871956986
236.8	0.000443431452586472
237.6	0.00017356342656193
238.4	-0.000371021435490606
239.2	-3.61700590218981e-05
240	-6.42693986556415e-05
240.8	0.000154604635677598
241.6	-0.000236061437485906
242.4	0.000205132846711714
243.2	-1.2935352136034e-05
244	-0.000173883676032613
244.8	-0.0001559076412734
245.6	-0.000381871858863232
246.4	0.000287847026833813
247.2	0.0004643978975051
248	-0.000434913243842504
248.8	0.000241322810552843
249.6	0.000138280616652622
250.4	0.000486884884495949
251.2	0.000463414153535594
252	0.000188374837511317
252.8	4.46921638614281e-05
253.6	4.8166856750068e-05
254.4	9.52925144257149e-05
255.2	0.000480333271846762
256	0.000138414798053273
256.8	0.000427964904857743
257.6	-0.000430689394417875
258.4	-0.000142716156342816
259.2	0.000425518128228696
260	0.000478383344706479
260.8	0.00032700711731196
261.6	9.94312914425894e-05
262.4	-9.65460248864677e-05
263.2	-0.000172326704168121
264	0.000211641825965892
264.8	0.000292697591351997
265.6	0.000285232026365776
266.4	-0.000394107350341947
267.2	-0.000232225171291287
268	0.000489977307489965
268.8	-7.66998680547338e-05
269.6	0.000324192967758075
270.4	5.44494529388232e-05
271.2	0.00033131358343077
272	-0.00035501873923215
272.8	0.000503637205599166
273.6	-0.000283642101358338
274.4	-0.00025732443385558
275.2	0.000347676355232228
276	6.93295078441018e-06
276.8	-0.000377338012503179
277.6	0.000335494205361983
278.4	0.000269090364745781
279.2	0.000198910036085697
280	-0.000360677117924374
280.8	0.00041756599887458
281.6	0.000504733281564386
282.4	-0.000102159036709439
283.2	-8.47036087601218e-05
284	0.00042369641178296
284.8	-9.98281062746875e-05
285.6	0.000514467693327364
286.4	0.000320007925844702
287.2	-1.91572716649894e-06
288	-0.000340742955973417
288.8	0.000501607869584792
289.6	-0.000437980035393835
290.4	0.000139471296227979
291.2	0.000356791188077423
292	-0.000134727673211681
292.8	-0.000311051885016002
293.6	8.78977846155793e-05
294.4	-3.33190189549634e-05
295.2	-0.00013571505325978
296	0.000426993531449285
296.8	-0.000359023799407176
297.6	-0.000133287541961019
298.4	-0.000355994798936491
299.2	-0.000413869921578091
300	0.000266071435898532
300.8	0.000408591315658746
301.6	0.000376637067715534
302.4	0.000525943107880559
303.2	0.000252119548973258
304	-0.000120849178284187
304.8	2.77362525124573e-05
305.6	0.000155650225237775
306.4	0.00040546795016586
307.2	0.000189262674091616
308	-0.000381769349117206
308.8	-0.000200692928383549
309.6	0.000525792196167335
310.4	-0.000128424141771257
311.2	-0.000150699366078312
312	0.000399394900063992
312.8	3.54427139227146e-05
313.6	0.000143158499954557
314.4	-0.000240370989925455
315.2	-0.000162840687278559
316	-0.00029142046274501
316.8	0.000390651863776316
317.6	2.29231609844915e-05
318.4	-0.000302881605946242
319.2	-7.85434514178723e-05
320	0.000421012245056429
320.8	0.000566220051989372
321.6	0.000400911503866744
322.4	-0.000253707561353748
323.2	0.000355571168077459
324	0.000345622166711928
324.8	-8.4288423659292e-05
325.6	-1.49208432091983e-05
326.4	-9.87880241796048e-05
327.2	0.000447588258123209
328	0.000142636680639384
328.8	0.000123939520380327
329.6	0.000249165996427654
330.4	-7.46338979637443e-05
331.2	-0.000161580374296043
332	0.000176775131324183
332.8	0.000766130859862478
333.6	0.000468635125774303
334.4	0.000352472212367465
335.2	0.000509471239403748
336	0.000106064694320313
336.8	0.000136579942408306
337.6	0.000583122676925097
338.4	0.000275697810317556
339.2	-3.91328685611477e-05
340	0.000757002926244413
340.8	0.00033949391103391
341.6	0.000856239053916072
342.4	0.000282801380524472
343.2	0.000115702957747323
344	0.000613405456978951
344.8	0.000622281145411119
345.6	0.000838139978057507
346.4	0.000863907273035419
347.2	0.000336979017880542
348	0.000956191100221399
348.8	0.0010227096030552
349.6	0.000379664689880004
350.4	0.0010943060778858
351.2	0.000703759684393593
352	0.00106651201603157
352.8	0.000933867840238302
353.6	0.0010364477635836
354.4	0.000501455406585644
355.2	0.000684983662261989
356	0.000819035671657614
356.8	0.00105047622350349
357.6	0.00111335770168737
358.4	0.00121519223009176
359.2	0.00142109575757842
360	0.000779740546648803
360.8	0.00161919602763322
361.6	0.00131863827871386
362.4	0.000973662224190763
363.2	0.00163673196705813
364	0.000935823123644622
364.8	0.00160896181385128
365.6	0.00178570306677849
366.4	0.0010729451261437
367.2	0.00139743856744486
368	0.00150267795762279
368.8	0.00184050553434276
369.6	0.00154425137115054
370.4	0.00184738510131615
371.2	0.0021749355709354
372	0.00168060861353742
372.8	0.00193543141000815
373.6	0.00242913712935887
374.4	0.00174137677397257
375.2	0.00223438809746986
376	0.00239214625636324
376.8	0.00254162353309241
377.6	0.00232182605752684
378.4	0.00221092275092372
379.2	0.00247126821227575
380	0.00313612615615274
380.8	0.00262271815554592
381.6	0.00291108438048088
382.4	0.00276233531436817
383.2	0.00328681527089423
384	0.00350581005246709
384.8	0.00281761906841238
385.6	0.00306150555258095
386.4	0.00356882025873904
387.2	0.00324709203406689
388	0.00355664340625336
388.8	0.00343639204663746
389.6	0.00421176379747257
390.4	0.00402991948446138
391.2	0.00436167625848863
392	0.00367207287752206
392.8	0.00453292546462057
393.6	0.00425736106776796
394.4	0.00434226766035668
395.2	0.00477413621458441
396	0.00407728447214277
396.8	0.00414306026914466
397.6	0.00514758625416205
398.4	0.00482035312854691
399.2	0.00486936064308744
400	0.00480284529857453
400.8	0.00471371459730054
401.6	0.00500523066914486
402.4	0.00487005017385198
403.2	0.0057979882705912
404	0.00532196988967207
404.8	0.00551816236208379
405.6	0.00571319774765811
406.4	0.00563007995600686
407.2	0.00603589885645263
408	0.00636281906685543
408.8	0.00564629246413763
409.6	0.00587754467746915
410.4	0.00642020927613339
411.2	0.00681452710142357
412	0.0059693871548947
412.8	0.00656300782030524
413.6	0.00675099095130872
414.4	0.00649506455941523
415.2	0.00641902894478487
416	0.00721711224496644
416.8	0.00743926330886899
417.6	0.00721856542502471
418.4	0.00708845374308908
419.2	0.00754089872356589
420	0.0076464235983353
420.8	0.00716855192344254
421.6	0.00704984891485038
422.4	0.0074399328042187
423.2	0.00759778259426662
424	0.0075948257940732
424.8	0.0076250533519823
425.6	0.00781827414106143
426.4	0.00749295927237089
427.2	0.00830014624843152
428	0.00819066234942893
428.8	0.00857457453666646
429.6	0.00804165032671465
430.4	0.00797698159820086
431.2	0.00799689553979496
432	0.00873375900578372
432.8	0.00863935802063344
433.6	0.00890068284408117
434.4	0.00874713443084275
435.2	0.00816062536969117
436	0.00868284542802932
436.8	0.00857847964002532
437.6	0.00845712779951729
438.4	0.00918698855962149
439.2	0.00859117687534015
440	0.00835592259141594
440.8	0.00872775144640534
441.6	0.009275512469016
442.4	0.00914975978038105
443.2	0.00881065837698479
444	0.00880374759649555
444.8	0.00873457044859164
445.6	0.00917427178545616
446.4	0.00865854358618597
447.2	0.0095757742524422
448	0.00892500735360657
448.8	0.00915515974244847
449.6	0.00899463461984618
450.4	0.0092702722262641
451.2	0.0092138955307063
452	0.0088383831063013
452.8	0.00886132194244064
453.6	0.00948248056370975
454.4	0.00954962082871379
455.2	0.00973982838957053
456	0.00952603724394309
456.8	0.00923613431022067
457.6	0.00992495144226911
458.4	0.00936959536699904
459.2	0.00935770974959597
460	0.00906971114968292
460.8	0.00927514654115251
461.6	0.00929784118874287
462.4	0.00911093622994289
463.2	0.00953285238390473
464	0.00910889063692179
464.8	0.0098501260124141
465.6	0.00969487108174728
466.4	0.010085045309662
467.2	0.00953886376800934
468	0.00980918564609924
468.8	0.00942258131900518
469.6	0.0094836181893963
470.4	0.00954736657135404
471.2	0.00955500461668092
472	0.00929987545968261
472.8	0.00991186227149332
473.6	0.00928739201889725
474.4	0.010089558003347
475.2	0.009460412809298
476	0.0093925971436097
476.8	0.0102711741629187
477.6	0.00941030813642436
478.4	0.00988685530852954
479.2	0.0093251561045484
480	0.00957386656341481
480.8	0.0100677594557276
481.6	0.00936616241383987
482.4	0.00969178322967045
483.2	0.00972039539194113
484	0.0101532720065899
484.8	0.00938378520017176
485.6	0.0102679812254392
486.4	0.0098276471397341
487.2	0.0096502604541318
488	0.00960789997660677
488.8	0.00954380620082532
489.6	0.00958372797092315
490.4	0.0096813876628239
491.2	0.0100679611123273
492	0.0102334591332831
492.8	0.0102125431669832
493.6	0.00957571731130773
494.4	0.0103502342113016
495.2	0.00962292625092147
496	0.0101870395866787
496.8	0.00976156442740523
497.6	0.00950099134283262
498.4	0.00955510262065729
499.2	0.0100550600041325
500	0.0101776840095006
500.8	0.00981283347450368
501.6	0.00962324518977532
502.4	0.00964765962740637
503.2	0.00972373481899514
504	0.00973474971021331
504.8	0.0101290055340642
505.6	0.0100378480908038
506.4	0.0098959249985367
507.2	0.0102237236457117
508	0.00958881371627055
508.8	0.0098432857430395
509.6	0.0102615092872496
510.4	0.0100270812326462
511.2	0.00947161135923555
512	0.00948840705126382
512.8	0.00954941748213033
513.6	0.0103161752406457
514.4	0.00984812390804081
515.2	0.00980585599311629
516	0.00949896542302521
516.8	0.0099096300455002
517.6	0.00984045701947312
518.4	0.0101106492252078
519.2	0.0100658502156697
520	0.0102235199286715
520.8	0.00973743488977146
521.6	0.0100381899956929
522.4	0.0103359039560893
523.2	0.0103374982663584
524	0.0104047111248005
524.8	0.0103128749611511
525.6	0.00966290848784285
526.4	0.00973387865730596
527.2	0.00989719201829445
528	0.00955088220847096
528.8	0.0095846578285431
529.6	0.0102134280364658
530.4	0.0103941494477776
531.2	0.0102356089191316
532	0.0103932026796123
532.8	0.00984866973023956
533.6	0.00960271045522994
534.4	0.0100905424797503
535.2	0.0103645059622273
536	0.0103863207728748
536.8	0.0101620227723585
537.6	0.0102575290896108
538.4	0.0101972453863977
539.2	0.00967997376110942
540	0.0103029250408297
540.8	0.0100162770317615
541.6	0.00995480586360488
542.4	0.0101814352838723
543.2	0.00955139604174942
544	0.00959476493086501
544.8	0.0098670451872977
545.6	0.00966989851904214
546.4	0.0101287383739129
547.2	0.0100830132993069
548	0.00998293375261315
548.8	0.0100603266832272
549.6	0.00978075167846167
550.4	0.0103846440649324
551.2	0.00977618747554705
552	0.0104946259653835
552.8	0.0103517339134644
553.6	0.00988099439225847
554.4	0.0100409104638582
555.2	0.00967337250097927
556	0.00976347344261392
556.8	0.00998125974256329
557.6	0.00960432349960276
558.4	0.00957801401298008
559.2	0.0102890085638267
560	0.0101859167218417
560.8	0.00992998361718942
561.6	0.0098555468184168
562.4	0.00996465937809726
563.2	0.00994113810829048
564	0.00986489912571964
564.8	0.00965547807552466
565.6	0.00998707715460612
566.4	0.0104382030289514
567.2	0.00976596742448805
568	0.00956687576347489
568.8	0.00981788347433328
569.6	0.00958831181342469
570.4	0.00976436588547885
571.2	0.00956669691033411
572	0.00953915924852214
572.8	0.00950289120165903
573.6	0.0100434403448343
574.4	0.0103516736110239
575.2	0.0102950986713605
576	0.00958396412142145
576.8	0.0102495954680834
577.6	0.0101585165203116
578.4	0.0095337474380922
579.2	0.0102213752716644
580	0.0101983206387928
580.8	0.0104405172002027
581.6	0.0102999860652465
582.4	0.0102596466661819
583.2	0.0104328292719957
584	0.00982451003474226
584.8	0.00969113561670731
585.6	0.0101930033892155
586.4	0.0100839653296862
587.2	0.010420066571692
588	0.0103156553009922
588.8	0.0100606627593764
589.6	0.0101570298043235
590.4	0.0103600875367287
591.2	0.00972147953984673
592	0.0103465322059339
592.8	0.00963787897143698
593.6	0.00970834742158563
594.4	0.0100276738624218
595.2	0.0104894108343946
596	0.0103097848056863
596.8	0.00982352941756896
597.6	0.0103366290374006
598.4	0.0103985746146815
599.2	0.00974099857733833
600	0.0101128111410644
600.8	0.00958606523896194
601.6	0.0101406993834803
602.4	0.0101211909451496
603.2	0.00980384639683084
604	0.0103066424922719
604.8	0.00954761052351705
605.6	0.010205101816288
606.4	0.00967033682240732
607.2	0.0101380436344117
608	0.00954252379364646
608.8	0.0102294994046795
609.6	0.010144059955402
610.4	0.010471518537183
611.2	0.00963661857413739
612	0.00974539180319565
612.8	0.00974767367001434
613.6	0.00976124909962349
614.4	0.0103540291112548
615.2	0.0104035369413117
616	0.0104986518843433
616.8	0.0104750976323205
617.6	0.00959974117906712
618.4	0.00978210857281688
619.2	0.0104856667600472
620	0.00998974659157292
620.8	0.0103997117640973
621.6	0.00984520776367652
622.4	0.00952946237010116
623.2	0.0102212907312993
624	0.00978804067235251
624.8	0.00955830536544697
625.6	0.00969838740394613
626.4	0.00950788580176912
627.2	0.0101005832976815
628	0.00997556857008677
628.8	0.00976901107377692
629.6	0.0102749693274693
630.4	0.00951163499909633
631.2	0.0100988900536736
632	0.0104128215696838
632.8	0.00960646966120353
633.6	0.00972434246793271
634.4	0.00990116343596861
635.2	0.010320283150389
636	0.0100727144204483
636.8	0.0104241773359014
637.6	0.00968214409713683
638.4	0.00985263963169921
639.2	0.0101539567796653
640	0.00966301010555529
640.8	0.00987663140458127
641.6	0.00993998508012476
642.4	0.00974138731487484
643.2	0.0102096328472443
644	0.00971847468617354
644.8	0.0104425242523843
645.6	0.01012934627425
646.4	0.0104869572440064
647.2	0.0102807702299126
648	0.00985352724193017
648.8	0.00953280262253034
649.6	0.00977439147323353
650.4	0.00952341115114359
651.2	0.0100965203892018
652	0.0103816194464362
652.8	0.0103649519458151
653.6	0.00968511133666099
654.4	0.00961964756647645
655.2	0.0100762392765211
656	0.00994595966059862
656.8	0.0101704743242569
657.6	0.00991073779591425
658.4	0.01022804805303
659.2	0.0102591152660533
660	0.00998743650044034
660.8	0.0103968088080682
661.6	0.00956913622821363
662.4	0.0103169265214258
663.2	0.0100309884618662
664	0.0100351519249476
664.8	0.00978386105335192
665.6	0.0101654177524251
666.4	0.0095685687728201
667.2	0.0103540518444798
668	0.010022188909177
668.8	0.00982338257821051
669.6	0.00976850160343268
670.4	0.00993868646174042
671.2	0.00951438085250947
672	0.0103350074894743
672.8	0.010463193291596
673.6	0.00964127943708832
674.4	0.0098882428866845
675.2	0.00973131058215617
676	0.00996478710680441
676.8	0.00969137815319732
677.6	0.00957617073062452
678.4	0.0103563122269062
679.2	0.0103925290558627
680	0.0100903248593382
680.8	0.0103277832151023
681.6	0.00965399853172601
682.4	0.00980410135453011
683.2	0.00986527753637511
684	0.0104317710828595
684.8	0.0102931078334454
685.6	0.00970462293281895
686.4	0.0104475935950946
687.2	0.0099907407702498
688	0.00996161045361703
688.8	0.00983429511916827
689.6	0.00982946074456508
690.4	0.00966001360539956
691.2	0.0104995642625334
692	0.0104102617082516
692.8	0.0100128438701177
693.6	0.0104045475143422
694.4	0.0100804026331522
695.2	0.0100038566174791
696	0.0096206895017083
696.8	0.00957977288400513
697.6	0.00970632557251173
698.4	0.010383244730542
699.2	0.0103537068688773
